,id,name,host_id,host_since,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_listings,reviews_per_month,price_group
164,1248490,"Close to Nytorget, Soedermalm ",6803097,2013-06-08,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11639,Sweden,5.931.011,1.808.407,Apartment,3.0,1501.0,2,225,85,98.0,1,1,High Price
166,1251466,Perfect accommodation in Stockholm,3857606,2012-10-13,"Stockholm, Stockholm County, Sweden",Bromma,Stockholm,Stockholm County,16853,Sweden,5.934.905,1.789.258,Apartment,3.0,520.0,3,78,63,82.0,1,0,Middle Price
168,1255668,High standard-seawiew with garden!,6839874,2013-06-10,"Stockholm, Stockholm County, Sweden",Bromma,Stockholm,Stockholm County,11264,Sweden,5.932.426,1.799.078,Apartment,2.0,1295.0,4,149,21,96.0,1,0,High Price
170,1261445,Cozy apt in the center of Stockholm,6870481,2013-06-12,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11730,Sweden,5.931.765,1.803.707,Apartment,1.0,1197.0,5,72,95,98.0,1,1,High Price
171,1262188,Sunny Soedermalm - central family apartment!,6873897,2013-06-12,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11865,Sweden,5.931.173,1.806.209,Apartment,2.0,1805.0,5,68,49,95.0,1,0,High Price
172,1262520,Artists loft with amazing park view,2011965,2012-03-26,"Stockholm, Stockholm County, Sweden",Kungsholmen,Stockholm,Stockholm County,11238,Sweden,5.933.175,1.803.225,Apartment,1.0,520.0,10,0,13,89.0,1,0,Middle Price
173,1263558,101 sqm in central Stockholm,6879406,2013-06-12,"Stockholm, Stockholm County, Sweden",Oestermalm,Stockholm,Stockholm County,11421,Sweden,5.934.651,1.806.273,Apartment,2.0,1501.0,8,86,7,94.0,1,0,High Price
175,1271843,Trendy and stylish Soedermalm,6922243,2013-06-15,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11848,Sweden,5.931.483,1.805.965,Apartment,1.0,902.0,1,351,125,99.0,1,1,Middle Price
176,1272348,Cozy apt in central Stockholm,2306126,2012-05-06,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11667,Sweden,5.930.746,1.808.152,Apartment,1.0,902.0,1,0,15,94.0,1,0,Middle Price
177,1280116,Laegenhet i villa naera city!,6803729,2013-06-08,"Stockholm, Stockholm County, Sweden",Bromma,Stockholm,Stockholm County,16866,Sweden,5.935.951,1.795.175,Apartment,2.0,745.0,7,0,2,100.0,1,0,Middle Price
178,1296080,Cheap apartment 42 m2,6952990,2013-06-17,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,12930,Sweden,5.929.531,1.798.536,Apartment,1.0,520.0,5,39,6,95.0,1,0,Middle Price
179,1303522,Haerlig laegenhet i Hornstull,6974821,2013-06-18,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11736,Sweden,593.162,1.802.883,Apartment,1.0,696.0,1,151,12,98.0,1,0,Middle Price
180,1304431,Topmodern apartment in trendy Soeder,7091321,2013-06-24,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11731,Sweden,5.931.993,1.803.736,Apartment,5.0,2992.0,4,334,48,97.0,1,0,High Price
181,1307331,Nice townhouse close to Stockholm C,7107147,2013-06-25,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,12938,Sweden,5.930.264,1.796.809,Townhouse,4.0,2158.0,3,100,24,93.0,1,0,High Price
182,1308768,Studio in the heart of Stockholm!,6943106,2013-06-16,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11124,Sweden,593.362,1.805.224,Apartment,1.0,902.0,2,99,91,93.0,1,3,Middle Price
185,1323752,90 m2 family flat mid Soedermalm,7185274,2013-06-29,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11864,Sweden,5.931.257,1.805.988,Apartment,3.0,2207.0,6,82,4,100.0,1,0,High Price
186,1326959,Room in central Stockholm Soedermalm,7201533,2013-06-30,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,11856,Sweden,5.931.034,1.806.671,Apartment,1.0,598.0,3,0,60,94.0,1,0,Middle Price
187,1330265,Centralt paa Soedermalm,5790638,2013-04-05,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11828,Sweden,5.931.273,1.806.306,Apartment,1.0,1001.0,4,0,56,98.0,2,0,High Price
188,1334246,"B&B i Centrala Soedermalm,Stockholm",7236601,2013-07-02,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11863,Sweden,5.931.162,1.805.702,Apartment,2.0,804.0,3,335,91,83.0,1,1,Middle Price
189,1337420,Apt. with balcony in the center,7252397,2013-07-03,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11863,Sweden,5.931.509,1.805.576,Apartment,2.0,1099.0,30,0,30,97.0,1,0,High Price
190,1341320,Adorable house- near nature & city,2123547,2012-04-12,"Stockholm, Stockholm County, Sweden",Haesselby-Vaellingby,Stockholm,Stockholm County,16244,Sweden,5.937.514,1.786.024,House,3.0,647.0,5,0,5,100.0,1,0,Middle Price
192,1355440,Designer home w. view - 3 bedrooms,3139988,2012-08-02,"Stockholm, Stockholm County, Sweden",Kungsholmen,Stockholm,Stockholm County,11240,Sweden,5.933.121,1.802.983,Apartment,3.0,1952.0,4,0,47,97.0,1,0,High Price
193,1367791,Modern 1BR apartment center of Oestermalm by metro,6150652,2013-04-29,"Stockholm, Stockholm County, Sweden",Oestermalm,Stockholm,Stockholm County,11448,Sweden,5.933.914,1.808.279,Apartment,1.0,1903.0,1,90,38,96.0,1,0,High Price
194,1369232,Nice room close to downtown,7425669,2013-07-11,"Stockholm, Stockholm County, Sweden",Skarpnaeck,Stockholm,Stockholm County,12137,Sweden,5.929.536,1.809.352,Apartment,1.0,451.0,2,347,84,95.0,1,1,Low Price
195,1379606,Small cosy apartment in the heart of Soedermalm!,7472434,2013-07-14,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11642,Sweden,5.930.755,1.809.089,Apartment,1.0,853.0,2,0,99,93.0,1,1,Middle Price
196,1380488,Quiet peaceful apt at Mariatorget,7475248,2013-07-14,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11854,Sweden,5.931.112,1.806.632,Apartment,1.0,1501.0,3,164,25,100.0,1,0,High Price
197,1381616,"Stockholm, Oestermalm w yard & hen!",6120456,2013-04-27,"Stockholm, Stockholm County, Sweden",Oestermalm,Stockholm,Stockholm County,11542,Sweden,5.935.533,1.809.868,Apartment,3.0,3002.0,6,185,23,99.0,1,0,High Price
199,1389927,"Cosy room in apartment, 8min from C",7265938,2013-07-03,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,12634,Sweden,5.930.053,1.800.761,Apartment,1.0,412.0,2,0,103,93.0,2,1,Low Price
200,1395650,"Top floor central Stockholm, 2 BALC",7541013,2013-07-17,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11622,Sweden,5.931.725,1.807.971,Apartment,2.0,2501.0,2,47,38,98.0,1,0,High Price
201,1400135,"Gem at Oestermalm,heart of Stockholm",7561846,2013-07-18,"Stockholm, Stockholm County, Sweden",Oestermalm,Stockholm,Stockholm County,11460,Sweden,5.933.399,1.808.877,Apartment,1.0,1197.0,3,303,49,93.0,1,0,High Price
202,1401411,Stockholm's best apartment might,6961458,2013-06-17,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 52,Sweden,5.933.928,1.800.995,Apartment,1.0,2158.0,2,86,75,92.0,1,1,High Price
203,1417777,"Very small room, very central",7638228,2013-07-22,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,11239,Sweden,593.299,1.802.925,Apartment,1.0,500.0,2,344,28,99.0,2,0,Middle Price
205,1441477,Charming Soedermalm studio,7740420,2013-07-26,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,11636,Sweden,5.931.352,1.809.048,Apartment,1.0,745.0,5,0,67,95.0,1,1,Middle Price
206,1452323,old house on Slussen with great view,7791989,2013-07-29,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11646,Sweden,5.931.822,1.807.083,Apartment,2.0,1197.0,7,109,8,97.0,1,0,High Price
207,1454362,Clean and comfortable with a view!,7799677,2013-07-29,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,11261,Sweden,593.243,1.800.767,Apartment,1.0,451.0,6,5,97,98.0,3,1,Low Price
208,1461066,"Modern apartment in SOFO, Soedermalm",4419739,2012-12-16,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11640,Sweden,5.931.144,1.808.336,Apartment,1.0,902.0,4,0,22,92.0,1,0,Middle Price
211,1486023,Newly renovated 2 bedroom appartment,7948578,2013-08-05,"Stockholm, Stockholm County, Sweden",Skarpnaeck,Stockholm,Stockholm County,12834,Sweden,5.926.693,1.813.215,Apartment,1.0,353.0,2,356,174,95.0,1,2,Low Price
212,1486400,1 Room & Kitchen,7948030,2013-08-05,"Stockholm, Stockholm County, Sweden",Kungsholmen,Stockholm,Stockholm County,11242,Sweden,5.933.194,1.803.169,Apartment,1.0,745.0,14,0,6,90.0,1,0,Middle Price
213,1497100,Ett rum i min mysiga laegenhet,8000729,2013-08-07,"Stockholm, Stockholm County, Sweden",Skarpnaeck,Stockholm,Stockholm County,12843,Sweden,592.764,1.813.406,Apartment,1.0,471.0,2,355,84,96.0,1,1,Low Price
216,1517062,"Huge 3BR, Center of Stockholm",8099417,2013-08-12,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11337,Sweden,5.934.428,1.803.551,Apartment,4.0,1177.0,4,0,52,94.0,1,0,High Price
217,1519664,Beautiful and cozy 2 bedroom flat,6064572,2013-04-23,"Bromma, Stockholm County, Sweden",Bromma,Bromma,Stockholm County,16830,Sweden,5.933.194,1.795.132,Apartment,2.0,1099.0,2,121,37,99.0,2,0,High Price
218,1524707,Nice large apartment in a popular area!,8135204,2013-08-13,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11846,Sweden,593.179,1.807.158,Apartment,1.0,1952.0,5,163,28,94.0,1,0,High Price
219,1526905,Townhouse in beautiful Stockholm,8127405,2013-08-13,"Stockholm, Stockholms laen, Sweden",Skaerholmen,Stockholm,Stockholms laen,12744,Sweden,5.927.408,1.788.764,Townhouse,3.0,755.0,2,0,6,90.0,1,0,Middle Price
220,1553258,1909's charming house with garden,8271834,2013-08-20,"Stockholm, Stockholm County, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholm County,12262,Sweden,5.928.506,1.809.099,House,3.0,1736.0,4,10,17,98.0,1,0,High Price
221,1554476,Cosy apartment in city center,8276835,2013-08-20,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11160,Sweden,5.933.785,18.055,Apartment,1.0,1099.0,3,13,84,96.0,1,1,High Price
222,1563437,Stockholm's brightest apartment,1216677,2011-09-27,"HAeGERSTEN, Stockholm County, Sweden",Haegersten-Liljeholmen,HAeGERSTEN,Stockholm County,126 52,Sweden,5.930.719,179.899,Apartment,1.0,677.0,5,146,27,90.0,1,0,Middle Price
223,1568831,Lugnt laege naera pulsen,7945967,2013-08-05,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,11763,Sweden,5.930.727,1.802.021,Apartment,1.0,745.0,4,309,18,100.0,1,0,Middle Price
224,1575813,Cozy 2room apt Sofo/Soedermalm,4790330,2013-01-21,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,11631,Sweden,5.931.026,1.808.419,Apartment,1.0,1099.0,3,0,29,95.0,1,0,High Price
227,1590268,Relaxing family house in Stockholm,1744471,2012-02-13,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,12238,Sweden,5.928.521,1.807.851,House,4.0,1501.0,2,0,9,100.0,1,0,High Price
228,1595682,New renovated old town apartment,7262219,2013-07-03,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11128,Sweden,5.932.441,1.807.037,Apartment,1.0,1501.0,3,67,133,93.0,1,2,High Price
230,1622938,Incredible view from apartment!,5261161,2013-02-28,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11646,Sweden,5.931.762,1.807.426,Apartment,4.0,2903.0,2,122,29,99.0,1,0,High Price
231,1628846,Cosy room 8 min from central Sthlm,3699236,2012-09-28,"Aelvsjoe, Stockholm County, Sweden",Aelvsjoe,Aelvsjoe,Stockholm County,12544,Sweden,5.927.866,1.801.149,Apartment,1.0,441.0,1,296,135,96.0,1,1,Low Price
232,1629766,Great room & 10 minutes t downtown,8662135,2013-09-06,"Stockholm, Stockholm County, Sweden",Bromma,Stockholm,Stockholm County,16741,Sweden,5.933.607,1.798.611,Apartment,1.0,383.0,2,0,48,91.0,2,0,Low Price
234,1634821,"Cosy, comfortable, quiet SoFo apt",3598147,2012-09-17,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11856,Sweden,5.930.826,1.807.595,Apartment,1.0,2001.0,2,177,48,95.0,1,0,High Price
236,1640910,Cozy Apartment in Central Stockholm,8712220,2013-09-08,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11820,Sweden,5.931.957,180.653,Apartment,1.0,1501.0,2,29,17,89.0,1,0,High Price
237,1647364,Exclusive topfloor appartment.,8729335,2013-09-09,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,11640,Sweden,5.931.139,1.808.233,Loft,1.0,1403.0,3,93,86,98.0,1,1,High Price
238,1659858,"Bright flat, breakfast included.",8795968,2013-09-12,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11853,Sweden,5.932.504,1.805.903,Apartment,1.0,951.0,6,60,34,96.0,1,0,Middle Price
239,1660460,Comfortable stylish studio apartment in Aelvsjoe,5877148,2013-04-11,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,125 45,Sweden,5.927.834,179.922,Apartment,0.0,373.0,2,318,4,95.0,1,2,Low Price
244,1677039,Central apartment in Stockholm,8528273,2013-08-30,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11138,Sweden,5.933.769,1.806.776,Apartment,1.0,804.0,19,224,22,88.0,1,0,Middle Price
246,1695375,Neat & confy double room Stockholm,6258710,2013-05-06,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,12633,Sweden,593.052,1.801.324,Apartment,1.0,598.0,2,239,50,96.0,1,0,Middle Price
247,1698887,Spacious flat in central Stockholm,8971123,2013-09-21,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11846,Sweden,5.931.755,1.806.914,Apartment,3.0,1648.0,3,0,6,100.0,1,0,High Price
248,1705234,Nice & cosy 2-room apt in Soedermalm,8941577,2013-09-19,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11663,Sweden,5.931.231,1.807.857,Apartment,1.0,1069.0,3,13,102,95.0,1,1,High Price
249,1733651,Appart moderne sur Soedermalm,6353356,2013-05-12,"Stockholm County, Stockholm County, Sweden",Soedermalm,Stockholm County,Stockholm County,11842,Sweden,5.930.859,1.805.264,Apartment,2.0,1001.0,4,0,11,90.0,1,0,High Price
250,1735127,Lovely flat close to Soedermalm,138197,2010-06-04,"Stockholm, Stockholm County, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholm County,12136,Sweden,5.929.353,1.809.098,Apartment,1.0,687.0,2,0,3,93.0,1,0,Middle Price
251,1749268,Soedermalm - Close to everything!,9204287,2013-10-03,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11861,Sweden,5.930.923,180.677,Apartment,1.0,1599.0,1,171,101,92.0,1,1,High Price
252,1750830,Rooms with double beds,9210474,2013-10-03,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11821,Sweden,5.931.897,1.806.476,Apartment,1.0,991.0,2,342,163,97.0,1,3,Middle Price
253,1758067,3 Bedroom in the heart of Stockholm,9243465,2013-10-05,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11323,Sweden,5.934.479,1.804.114,Apartment,3.0,2697.0,25,244,25,94.0,1,0,High Price
254,1770378,Nice studio apartment in Stockholm,8213762,2013-08-17,"Stockholm, Stockholm County, Sweden",Skarpnaeck,Stockholm,Stockholm County,12145,Sweden,5.929.842,1.809.359,Apartment,0.0,706.0,3,0,76,99.0,1,1,Middle Price
255,1793139,Family suite for 4 in SOFO area,855182,2011-07-22,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11634,Sweden,5.931.427,1.809.298,Apartment,2.0,1648.0,4,0,23,97.0,1,0,High Price
256,1801833,Charming studio on Soedermalm,9446400,2013-10-15,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11850,Sweden,5.931.497,180.565,Apartment,0.0,853.0,2,0,22,93.0,1,0,Middle Price
257,1806267,Urban 2 bedroom flat in family friendly area.,9466422,2013-10-16,"Stockholm, Stockholm, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm,117 59,Sweden,5.930.904,1.802.628,Apartment,2.0,1579.0,14,244,16,95.0,1,0,High Price
258,1822397,Cozy room close to city,6619727,2013-05-28,"Stockholm, Stockholm County, Sweden",Kungsholmen,Stockholm,Stockholm County,11252,Sweden,5.933.734,180.036,Apartment,1.0,324.0,2,121,99,98.0,2,1,Low Price
259,1831466,Apartment in the heart of hip Hornstull,9579039,2013-10-22,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11729,Sweden,5.931.604,1.804.108,Apartment,1.0,814.0,3,0,5,88.0,1,0,Middle Price
260,1840491,Double room with private bathroom,9618596,2013-10-24,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11851,Sweden,5.931.731,1.805.683,Bed and breakfast,1.0,716.0,2,283,186,96.0,1,2,Middle Price
261,1848683,Central with charm and atmosphere,9000977,2013-09-23,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11355,Sweden,5.934.607,1.805.864,Apartment,1.0,1197.0,4,0,2,90.0,1,0,High Price
262,1867260,Stockholms most central apartment!,9734922,2013-10-31,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11144,Sweden,5.933.603,180.692,Apartment,1.0,1305.0,3,0,1,100.0,1,0,High Price
263,1867559,Cosy apt in the heart of Stockholm,9736182,2013-10-31,"Stockholm, Stockholm County, Sweden",Norrmalm,Stockholm,Stockholm County,11327,Sweden,5.934.216,1.804.672,Apartment,1.0,814.0,3,54,36,93.0,1,0,Middle Price
264,1874229,Guest room with working space,9764807,2013-11-02,"Stockholm, Stockholms laen, Sweden",Rinkeby-Kista,Stockholm,Stockholms laen,164 45,Sweden,5.940.405,1.793.003,Townhouse,1.0,314.0,2,0,67,91.0,2,1,Low Price
265,1878476,"Spacious, light & perfect location",9782252,2013-11-03,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11726,Sweden,5.931.808,180.486,Apartment,1.0,951.0,2,0,2,100.0,2,0,Middle Price
266,1885811,Hornstull apartment close to the water,7610377,2013-07-20,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11731,Sweden,5.931.964,1.803.221,Apartment,1.0,696.0,4,0,11,95.0,1,0,Middle Price
267,1890033,Central apartment w/ cozy terrace,9828068,2013-11-05,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11661,Sweden,5.930.312,1.807.799,Apartment,1.0,1001.0,1,0,49,93.0,1,0,High Price
268,1899299,Apartment with balcony in SoFo,9864929,2013-11-07,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11629,Sweden,5.931.551,1.808.613,Apartment,1.0,1099.0,3,0,23,98.0,1,0,High Price
269,1904102,"2 rooms, twin balconies waterfront",9884853,2013-11-08,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11733,Sweden,5.931.892,1.803.467,Apartment,1.0,922.0,4,0,32,98.0,1,0,Middle Price
270,1909266,Fantastisk nybyggd villa invid sjoe,515561,2011-04-17,"Stockholm, Stockholm County, Sweden",Aelvsjoe,Stockholm,Stockholm County,12552,Sweden,5.927.053,1.796.965,House,4.0,2501.0,3,303,13,100.0,1,0,High Price
271,1911359,Cosy apartment at Kungsholmen,9809478,2013-11-04,"Stockholm, Stockholm County, Sweden",Kungsholmen,Stockholm,Stockholm County,11249,Sweden,5.933.622,1.802.849,Apartment,1.0,696.0,2,0,2,90.0,1,0,Middle Price
273,1949186,"Spacious apartment, great location.",1675218,2012-01-30,"Stockholm, Stockholm County, Sweden",Soedermalm,Stockholm,Stockholm County,11730,Sweden,5.931.843,1.803.438,Apartment,1.0,2099.0,1,347,15,93.0,1,0,High Price
274,1976424,Spacious family villa - Bromma,10193488,2013-11-22,"Stockholm, Stockholm County, Sweden",Bromma,Stockholm,Stockholm County,16771,Sweden,5.932.292,1.793.472,House,4.0,2001.0,3,0,2,100.0,1,0,High Price
276,1981087,Quiet room nearby nature and town,6339311,2013-05-11,"Stockholm, Stockholm County, Sweden",Skaerholmen,Stockholm,Stockholm County,12733,Sweden,5.929.223,1.792.627,Villa,1.0,451.0,2,182,83,96.0,2,1,Low Price
277,1981187,"4 bdrms, whole house, near metro",10223859,2013-11-24,"Stockholm County, Stockholm County, Sweden",Farsta,Stockholm County,Stockholm County,12260,Sweden,5.927.738,180.793,House,4.0,1403.0,2,24,27,97.0,1,0,High Price
